Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitação (mm);Evaporação (mm);Volume Evaporado Mm3;Humidade Relativa (%)
3/26/2004;324.95;2357;2057;0.0;3.8;9.83;79
3/27/2004;324.91;692;1889;0.0;6.6;17.12;63
3/28/2004;324.93;2646;2048;13.8;4.5;11.69;64
3/29/2004;324.93;2074;2074;0.0;4.7;12.21;65
3/30/2004;324.89;867;2063;0.0;5.4;13.91;70
3/31/2004;324.92;2704;1807;4.0;6.4;16.49;93
4/1/2004;324.90;1452;2050;2.7;2.1;5.35;93
4/2/2004;324.91;2398;2099;6.5;1.5;3.95;93
4/3/2004;324.92;2306;2007;11.3;4.9;12.74;93
4/4/2004;324.90;1461;2059;0.0;3.2;8.27;81
4/5/2004;324.90;2078;2078;0.0;2.6;6.72;76
4/6/2004;324.89;1705;2004;6.8;3.0;7.80;79
4/7/2004;324.89;1903;1903;0.0;4.3;11.08;81
4/8/2004;324.88;1573;1872;0.0;4.1;10.58;66
4/9/2004;324.90;2358;1761;0.0;4.7;12.08;67
4/10/2004;324.90;1801;1801;0.0;4.9;12.76;57
4/11/2004;324.86;679;1874;0.0;4.2;10.74;34
4/12/2004;324.82;567;1761;0.0;5.8;15.02;87
4/13/2004;324.83;2297;1999;0.0;3.1;7.87;64
4/14/2004;324.85;2626;2029;0.0;3.5;8.95;57
4/15/2004;324.86;2236;1938;0.0;4.5;11.61;56
4/16/2004;324.87;2374;2075;0.0;3.4;8.77;65
4/17/2004;324.84;1110;2006;0.8;5.2;13.39;60
4/18/2004;324.88;3369;2175;2.5;2.9;7.56;91
4/19/2004;324.85;934;1830;17.5;3.8;9.72;80
4/20/2004;324.83;1280;1877;0.0;3.8;9.77;66
4/21/2004;324.84;2187;1888;0.0;2.8;7.12;72
4/22/2004;324.83;1607;1905;0.0;3.7;9.59;76
4/23/2004;324.77;117;1906;0.0;3.1;7.88;68
4/24/2004;324.78;2178;1880;0.0;4.8;12.46;72
4/25/2004;324.78;1877;1877;1.1;3.5;9.01;71
4/26/2004;324.73;394;1883;0.0;4.1;10.55;62
4/27/2004;324.72;1544;1841;0.0;1.6;3.99;79
4/28/2004;324.72;1854;1854;4.7;4.6;11.80;60
4/29/2004;324.73;2168;1871;0.0;3.9;10.10;46
4/30/2004;324.70;837;1729;0.0;1.1;2.90;65
5/1/2004;324.71;1826;1529;0.0;6.3;16.24;75
5/2/2004;324.70;1766;2063;0.0;3.0;7.81;80
5/3/2004;324.67;1048;1939;0.0;4.1;10.40;67
5/4/2004;324.64;1151;2042;0.0;3.9;10.00;62
5/5/2004;324.64;1820;1820;0.0;3.9;10.02;60
5/6/2004;324.60;1041;2227;0.0;4.5;11.60;52
5/7/2004;324.57;1408;2297;0.0;4.5;11.59;59
5/8/2004;324.54;1414;2302;0.0;4.8;12.14;65
5/9/2004;324.49;818;2296;0.0;3.7;9.40;65
5/10/2004;324.45;1078;2259;0.0;5.0;12.78;57
5/11/2004;324.42;1087;1972;0.0;4.7;12.00;65
5/12/2004;324.42;1952;1952;0.0;6.2;15.72;87
5/13/2004;324.40;1390;1980;0.0;5.3;13.48;40
5/14/2004;324.36;802;1980;0.0;4.1;10.31;53
5/15/2004;324.35;1646;1940;0.0;7.2;18.26;54
5/16/2004;324.33;1368;1956;0.0;6.1;15.48;65
5/17/2004;324.29;790;1966;0.0;3.0;7.60;61
5/18/2004;324.29;1953;1953;0.0;3.9;10.00;70
5/19/2004;324.26;1081;1962;0.0;3.8;9.61;86
5/20/2004;324.24;1383;1969;0.0;1.4;3.60;58
5/21/2004;324.23;1670;1963;0.0;4.0;10.15;68
5/22/2004;324.21;1349;1936;0.0;5.9;14.94;65
5/23/2004;324.18;1025;1904;0.0;1.9;4.88;86
5/24/2004;324.16;1369;1954;0.5;1.6;4.01;63
5/25/2004;324.12;758;1928;0.0;1.1;2.74;75
5/26/2004;324.10;1312;1896;0.0;4.2;10.68;80
5/27/2004;324.06;794;1962;5.0;2.5;6.28;93
5/28/2004;324.05;1650;1942;0.0;2.5;6.30;86
5/29/2004;324.05;1962;1962;0.0;3.4;8.52;56
5/30/2004;324.01;396;1562;0.0;1.6;4.13;48
5/31/2004;324.00;1479;1771;6.7;5.6;14.12;100
6/1/2004;323.98;1156;1738;0.0;0.5;1.21;56
6/2/2004;323.97;1444;1736;0.0;3.3;8.32;52
6/3/2004;323.93;571;1735;5.0;2.9;7.39;97
6/4/2004;323.93;1687;1687;4.5;1.9;4.72;96
6/5/2004;323.94;2072;1781;2.4;1.5;3.87;96
6/6/2004;323.93;1426;1717;0.0;1.5;3.77;60
6/7/2004;323.91;1125;1706;0.0;2.1;5.20;61
6/8/2004;323.89;1143;1724;0.0;2.9;7.31;53
6/9/2004;323.83;34;1775;0.0;2.5;6.27;35
6/10/2004;323.85;2369;1789;0.0;4.7;11.87;69
6/11/2004;323.83;1194;1774;0.0;2.4;5.91;75
6/12/2004;323.82;1487;1777;0.0;4.2;10.42;65
6/13/2004;323.82;1771;1771;0.0;2.6;6.46;59
6/14/2004;323.83;1550;1260;0.0;3.8;9.52;57
6/15/2004;323.83;1167;1167;0.0;2.4;5.89;75
6/16/2004;323.82;1394;1684;0.0;4.9;12.30;39
6/17/2004;323.82;1494;1494;0.0;4.5;11.26;52
6/18/2004;323.80;729;1309;0.0;4.4;10.94;86
6/19/2004;323.78;1196;1775;0.0;1.5;3.83;75
6/20/2004;323.77;1486;1776;0.0;2.6;6.43;80
6/21/2004;323.77;1774;1774;0.0;3.7;9.35;86
6/22/2004;323.76;1489;1778;0.0;3.1;7.70;70
6/23/2004;323.75;1490;1779;0.0;3.2;7.97;70
6/24/2004;323.71;629;1785;0.0;2.7;6.84;56
6/25/2004;323.70;1503;1792;0.0;4.4;11.04;65
6/26/2004;323.69;1467;1756;0.0;4.4;11.00;75
6/27/2004;323.69;1784;1784;0.0;2.5;6.21;75
6/28/2004;323.66;925;1791;0.0;3.7;9.13;61
6/29/2004;323.67;2057;1768;0.0;2.4;5.96;81
6/30/2004;323.66;1490;1778;0.0;3.5;8.65;70
7/1/2004;323.66;1788;1788;0.0;2.9;16.20;43
7/2/2004;323.65;1567;1855;0.0;3.5;18.93;64
7/3/2004;323.65;1765;1765;0.0;6.4;17.94;37
7/4/2004;323.63;1147;1723;0.0;4.1;21.67;28
7/5/2004;323.60;907;1771;0.0;4.6;19.91;47
7/6/2004;323.59;1485;1773;0.0;4.8;16.91;45
7/7/2004;323.58;1489;1777;5.5;0.4;4.23;64
7/8/2004;323.58;1777;1777;0.0;1.5;9.69;65
7/9/2004;323.57;1470;1758;0.0;1.2;8.95;75
7/10/2004;323.56;1483;1770;0.0;2.6;6.46;65
7/11/2004;323.55;1472;1760;0.0;3.3;14.41;53
7/12/2004;323.55;1767;1767;0.0;4.0;15.18;64
7/13/2004;323.55;1770;1770;0.0;1.9;11.15;53
7/14/2004;323.49;50;1774;0.0;3.7;19.11;93
7/15/2004;323.48;1487;1774;0.0;5.1;14.14;59
7/16/2004;323.51;2637;1775;2.9;2.2;11.16;81
7/17/2004;323.51;1779;1779;0.0;0.1;3.97;63
7/18/2004;323.50;1498;1785;0.0;3.9;13.89;64
7/19/2004;323.48;1205;1780;0.0;4.2;17.85;93
7/20/2004;323.46;1096;1670;0.0;3.5;10.16;88
7/21/2004;323.47;1932;1645;0.0;3.3;7.93;93
7/22/2004;323.46;1438;1725;0.0;2.2;8.43;61
7/23/2004;323.45;1437;1723;0.0;3.3;12.14;86
7/24/2004;323.44;1462;1749;0.0;5.8;18.33;40
7/25/2004;323.44;1665;1665;0.0;4.9;24.27;71
7/26/2004;323.43;1492;1779;0.0;4.6;23.77;61
7/27/2004;323.40;920;1780;0.0;4.2;23.52;82
7/28/2004;323.40;1777;1777;0.0;5.1;25.99;82
7/29/2004;323.41;2072;1786;0.0;4.6;19.80;87
7/30/2004;323.42;2127;1840;0.0;4.3;17.32;81
7/31/2004;323.41;1157;1444;0.0;4.4;20.29;82
8/1/2004;323.42;2026;1740;0.0;6.2;15.24;82
8/2/2004;323.41;1493;1779;0.0;5.1;12.51;53
8/3/2004;323.40;1482;1768;0.0;5.4;13.45;70
8/4/2004;323.39;1487;1773;0.0;4.4;10.78;87
8/5/2004;323.38;1476;1762;0.0;5.0;12.36;70
8/6/2004;323.37;1478;1764;0.0;4.4;10.88;84
8/7/2004;323.37;1776;1776;0.0;6.4;15.77;37
8/8/2004;323.34;880;1738;0.0;6.2;15.25;33
8/9/2004;323.35;1959;1673;0.0;6.9;16.92;74
8/10/2004;323.35;1678;1678;0.0;6.6;16.30;81
8/11/2004;323.25;1077;1778;0.0;5.4;13.42;87
8/12/2004;323.30;3204;1777;0.0;3.4;8.31;68
8/13/2004;323.28;1203;1774;0.0;2.1;5.20;89
8/14/2004;323.27;1447;1733;0.0;6.5;15.92;61
8/15/2004;323.27;1751;1751;0.0;4.8;11.78;71
8/16/2004;323.25;1209;1779;0.0;3.2;7.98;50
8/17/2004;323.22;930;1784;0.0;5.5;13.52;43
8/18/2004;323.22;1783;1783;0.0;6.9;16.99;57
8/19/2004;323.21;1496;1781;0.0;5.9;14.46;65
8/20/2004;323.19;1198;1767;0.0;4.2;10.23;81
8/21/2004;323.16;912;1765;0.0;5.8;14.15;84
8/22/2004;323.15;1482;1766;0.0;5.8;14.15;88
8/23/2004;323.13;1198;1767;0.0;7.1;17.46;36
8/24/2004;323.11;1194;1762;0.0;6.8;16.76;30
8/25/2004;323.10;1485;1769;0.0;8.3;20.24;43
8/26/2004;323.09;1469;1752;0.0;6.1;14.98;46
8/27/2004;323.07;1205;1773;0.0;5.1;12.50;34
8/28/2004;323.08;2046;1763;0.0;6.0;14.69;70
8/29/2004;323.04;628;1762;0.0;3.3;7.98;75
8/30/2004;323.05;2036;1753;0.0;1.9;4.60;49
8/31/2004;323.05;1726;1726;0.0;7.4;18.11;49
9/1/2004;323.02;920;1770;0.0;1.9;4.55;48
9/2/2004;323.01;1489;1772;0.0;9.9;24.26;50
9/3/2004;323.01;1777;1777;0.0;6.8;16.53;27
9/4/2004;322.96;358;1772;0.0;6.5;15.95;60
9/5/2004;322.96;1763;1763;0.0;4.8;11.80;46
9/6/2004;322.93;914;1761;0.0;4.3;10.57;41
9/7/2004;322.94;1417;1134;0.0;6.9;16.76;46
9/8/2004;322.93;833;1115;0.0;6.7;16.35;56
9/9/2004;322.94;1481;1199;0.0;4.6;11.18;50
9/10/2004;322.92;1064;1629;0.0;4.8;11.74;56
9/11/2004;322.93;2050;1767;0.0;7.9;19.32;49
9/12/2004;322.92;1487;1769;0.0;7.2;17.56;57
9/13/2004;322.89;917;1763;0.0;7.5;18.33;37
9/14/2004;322.89;1770;1770;0.0;7.1;17.19;56
9/15/2004;322.86;938;1784;0.0;6.7;16.31;40
9/16/2004;322.85;1497;1779;0.0;5.7;13.89;40
9/17/2004;322.83;1208;1772;0.0;7.9;19.15;33
9/18/2004;322.82;1487;1768;0.0;9.5;23.03;23
9/19/2004;322.81;845;1126;0.0;8.6;20.84;27
9/20/2004;322.72;1086;1443;0.0;7.9;19.29;27
9/21/2004;322.74;2330;1769;4.1;7.1;17.33;93
9/22/2004;322.75;2052;1771;1.3;2.1;5.10;46
9/23/2004;322.72;881;1723;0.0;4.6;11.21;48
9/24/2004;322.72;1777;1777;0.0;6.6;16.10;30
9/25/2004;322.71;1491;1771;0.0;4.9;11.88;22
9/26/2004;322.69;1210;1771;0.0;7.9;19.14;25
9/27/2004;322.62;1350;1775;0.0;9.4;22.65;39
9/28/2004;322.61;1501;1781;0.0;6.2;14.94;88
9/29/2004;322.60;1422;1701;0.0;1.9;4.52;57
9/30/2004;322.57;919;1758;0.0;5.2;12.43;55
10/1/2004;322.56;1478;1757;0.0;6.6;15.92;62
10/2/2004;322.54;1219;1777;0.0;7.7;18.54;42
10/3/2004;322.52;1225;1783;0.0;7.3;17.54;42
10/4/2004;322.48;682;1797;0.0;12.8;30.83;34
10/5/2004;322.46;1206;1763;0.0;3.4;8.26;61
10/6/2004;322.42;690;1803;0.0;7.8;18.83;67
10/7/2004;322.42;1811;1811;0.0;10.1;24.38;24
10/8/2004;322.39;971;1805;0.0;8.7;20.85;37
10/9/2004;322.30;1391;1769;0.0;9.7;23.37;35
10/10/2004;322.32;2354;1800;0.0;9.7;23.25;80
10/11/2004;322.29;961;1793;0.0;3.0;7.19;93
10/12/2004;322.30;2067;1790;0.0;1.6;3.93;81
10/13/2004;322.28;1245;1799;0.6;4.7;11.20;100
10/14/2004;322.27;1531;1808;0.0;2.2;5.31;85
10/15/2004;322.22;421;1804;0.0;1.9;4.50;81
10/16/2004;322.21;1526;1803;1.2;3.3;7.93;79
10/17/2004;322.20;1518;1794;0.0;5.1;12.18;61
10/18/2004;322.15;365;1746;0.0;6.6;15.75;37
10/19/2004;322.16;1976;1700;0.0;10.4;24.89;57
10/20/2004;322.13;675;1503;0.0;8.3;19.80;40
10/21/2004;322.10;956;1783;0.0;7.4;17.55;53
10/22/2004;322.05;285;1662;0.0;8.4;19.91;46
10/23/2004;322.05;1454;1454;0.0;8.6;20.33;49
10/24/2004;322.03;921;1471;0.0;6.9;16.35;51
10/25/2004;322.00;1019;1844;0.0;7.8;18.53;54
10/26/2004;322.01;2045;1771;0.0;11.2;26.64;40
10/27/2004;321.97;643;1742;0.0;8.7;20.62;34
10/28/2004;321.98;1959;1685;0.0;8.7;20.58;54
10/29/2004;321.95;961;1784;0.0;6.4;15.27;43
10/30/2004;321.90;310;1680;0.0;12.4;29.47;24
10/31/2004;321.86;654;1748;0.3;17.7;41.86;70
11/1/2004;321.90;2973;1878;1.4;2.7;6.29;68
11/2/2004;321.85;140;1508;0.0;6.1;14.32;38
11/3/2004;321.84;1153;1426;0.0;7.9;18.62;42
11/4/2004;321.84;1413;1413;0.0;8.9;20.90;46
11/5/2004;321.78;1283;1495;0.0;8.8;20.71;45
11/6/2004;321.78;1834;1834;0.0;6.8;16.00;46
11/7/2004;321.80;2397;1852;0.0;9.5;22.51;47
11/8/2004;321.74;34;1671;0.0;6.2;14.72;38
11/9/2004;321.78;2854;1763;0.0;12.2;28.66;50
11/10/2004;321.77;1486;1759;0.0;7.9;18.71;38
11/11/2004;321.70;1244;1888;0.0;7.1;16.66;43
11/12/2004;321.72;2431;1886;0.0;7.2;16.92;57
11/13/2004;321.70;1332;1877;0.0;8.7;20.51;63
11/14/2004;321.69;1583;1856;0.0;8.4;19.71;63
11/15/2004;321.64;501;1861;0.0;9.0;21.24;57
11/16/2004;321.63;1430;1702;0.0;11.1;26.01;62
11/17/2004;321.61;1122;1665;0.0;9.5;22.29;76
11/18/2004;321.59;1166;1708;0.0;7.6;17.76;73
11/19/2004;321.62;2533;1719;9.3;5.3;12.43;63
11/20/2004;321.59;1045;1859;0.0;8.3;19.42;62
11/21/2004;321.57;1355;1898;0.0;9.4;21.96;51
11/22/2004;321.53;821;1905;0.0;10.0;23.33;47
11/23/2004;321.52;1619;1890;7.4;11.4;26.64;57
11/24/2004;321.47;466;1819;0.0;7.3;17.00;71
11/25/2004;321.48;2200;1929;11.0;6.7;15.54;76
11/26/2004;321.40;1034;1913;0.0;7.1;16.47;81
11/27/2004;321.40;1868;1868;2.5;5.7;13.23;100
11/28/2004;321.39;1654;1924;5.2;4.6;10.61;73
11/29/2004;321.39;1927;1927;0.0;10.5;24.50;78
11/30/2004;321.36;1124;1933;0.0;0.4;0.98;54
12/1/2004;321.33;1021;1829;0.0;6.5;15.08;51
12/2/2004;321.31;1365;1903;0.0;7.5;17.54;45
12/3/2004;321.25;269;1881;0.0;7.7;17.77;71
12/4/2004;321.32;3832;1950;10.5;7.1;16.56;71
12/5/2004;321.21;1004;1952;0.0;2.4;5.62;71
12/6/2004;321.24;2434;1629;2.4;1.1;2.60;96
12/7/2004;321.29;2933;1590;47.0;1.0;2.28;80
12/8/2004;321.25;572;1647;5.2;1.9;4.50;81
12/9/2004;321.29;2752;1678;0.6;3.6;8.36;83
12/10/2004;321.26;787;1593;1.7;3.5;8.08;81
12/11/2004;321.27;2193;1924;13.4;3.9;9.01;93
12/12/2004;321.31;2768;1693;20.6;5.3;12.27;96
12/13/2004;321.34;2762;1954;25.0;9.0;20.88;81
12/14/2004;321.33;1643;1912;0.5;5.7;13.16;78
12/15/2004;321.28;628;1973;13.4;0.5;5.76;87
12/16/2004;321.25;1490;2296;31.7;6.1;14.16;87
12/17/2004;321.23;1654;2191;0.0;2.1;4.96;65
12/18/2004;321.21;1534;2071;0.0;7.8;18.12;53
12/19/2004;321.16;823;2164;0.0;5.9;13.57;50
12/20/2004;321.15;1900;2168;0.0;7.3;16.98;53
12/21/2004;321.11;1065;2135;0.0;8.2;18.87;51
12/22/2004;321.10;1901;2168;0.0;6.9;16.01;55
12/23/2004;321.06;1110;2178;0.0;7.3;16.74;62
12/24/2004;321.10;3249;2181;0.0;4.9;11.35;68
12/25/2004;321.07;1370;2172;0.0;4.9;11.31;74
12/26/2004;321.09;2699;2164;1.2;1.4;3.32;81
12/27/2004;321.10;2268;2001;0.0;0.2;0.55;87
12/28/2004;321.10;2170;2170;26.2;1.9;4.30;71
12/29/2004;321.13;3066;2264;17.3;1.8;4.25;76
12/30/2004;321.14;2436;2168;17.0;1.6;0.00;64
12/31/2004;321.13;1906;2174;0.0;2.4;0.00;64
1/1/2005;321.15;2555;2020;0.0;4.0;9.16;79
1/2/2005;321.18;2905;2101;0.0;4.7;10.97;61
1/3/2005;321.22;3196;2124;0.0;5.6;12.93;58
1/4/2005;321.23;2325;2057;0.0;4.6;10.66;51
1/5/2005;321.21;1688;2225;0.0;4.7;10.85;54
1/6/2005;321.23;2839;2303;0.0;6.9;16.04;71
1/7/2005;321.23;2299;2299;0.0;10.3;23.93;61
1/8/2005;321.23;2299;2299;0.0;9.3;21.54;81
1/9/2005;321.23;2299;2299;0.0;7.1;16.43;66
1/10/2005;321.23;2301;2301;0.0;7.2;16.78;70
1/11/2005;321.23;2303;2303;0.0;6.5;15.04;74
1/12/2005;321.23;2305;2305;0.0;6.3;14.58;55
1/13/2005;321.24;2536;2268;0.0;4.7;10.95;66
1/14/2005;321.30;3899;2287;6.7;2.4;5.57;64
1/15/2005;321.29;2024;2293;10.2;5.2;12.13;83
1/16/2005;321.34;3527;2182;0.8;5.3;12.31;65
1/17/2005;321.40;4061;2444;125.8;4.2;9.76;87
1/18/2005;321.48;4672;2511;0.0;4.3;10.06;76
1/19/2005;321.50;3023;2482;4.2;2.0;4.70;87
1/20/2005;321.56;4119;2494;1.3;2.6;6.08;81
1/21/2005;321.59;3666;2852;5.0;1.1;2.62;87
1/22/2005;321.57;2379;2921;0.0;6.2;14.45;76
1/23/2005;321.64;4745;2845;4.8;6.3;14.76;81
1/24/2005;321.64;3199;3199;0.0;4.0;9.32;76
1/25/2005;321.61;2120;2935;0.0;4.3;10.09;81
1/26/2005;321.67;4548;2918;53.0;7.3;17.05;96
1/27/2005;321.74;5095;3189;30.8;3.3;7.81;93
1/28/2005;321.90;7567;3196;34.2;3.4;7.98;93
1/29/2005;321.98;5401;3207;0.0;1.6;3.67;82
1/30/2005;322.02;4739;3640;2.0;4.1;9.82;81
1/31/2005;322.02;3694;3694;0.0;3.8;9.02;85
2/1/2005;321.99;2366;3191;0.0;6.1;10.99;82
2/2/2005;321.98;2500;2774;0.0;5.6;14.47;85
2/3/2005;321.99;2546;2272;0.0;4.4;13.19;85
2/4/2005;322.01;2691;2142;0.0;5.7;10.44;65
2/5/2005;322.02;1996;1722;0.0;5.7;13.49;64
2/6/2005;322.04;2040;1490;0.0;4.9;13.51;62
2/7/2005;322.05;1769;1494;2.6;3.7;11.72;93
2/8/2005;322.10;2817;1440;0.0;5.7;8.75;71
2/9/2005;322.11;1770;1495;0.0;3.7;13.61;70
2/10/2005;322.11;1497;1497;0.0;4.7;8.90;38
2/11/2005;322.11;1474;1474;0.0;7.6;11.29;90
2/12/2005;322.09;947;1498;0.0;7.6;18.09;65
2/13/2005;322.10;1756;1481;0.0;5.1;18.09;46
2/14/2005;322.13;2323;1496;0.0;4.1;12.14;97
2/15/2005;322.08;121;1499;0.0;4.7;0.00;60
2/16/2005;322.13;2877;1499;0.0;4.3;0.00;62
2/17/2005;322.14;1780;1504;0.0;5.1;12.24;71
2/18/2005;322.15;1774;1498;0.0;6.0;14.39;58
2/19/2005;322.16;1760;1484;0.0;5.0;11.99;50
2/20/2005;322.16;1472;1472;0.0;6.3;14.97;42
2/21/2005;322.18;2047;1495;0.0;6.6;15.70;44
2/22/2005;322.20;1946;1394;0.0;2.8;6.59;40
2/23/2005;322.23;2066;1237;43.1;4.1;9.79;55
2/24/2005;322.25;1771;1218;0.0;4.3;10.25;69
2/25/2005;322.30;2497;1112;0.0;5.4;13.01;87
2/26/2005;322.29;1128;1406;9.0;5.8;13.85;87
2/27/2005;322.29;1380;1380;0.0;4.2;9.98;87
2/28/2005;322.32;2178;1347;18.2;3.6;8.62;87
3/1/2005;322.31;1123;1400;0.0;3.8;9.11;76
3/2/2005;322.34;2203;1371;0.0;3.3;7.95;66
3/3/2005;322.35;1739;1462;0.0;5.2;12.42;61
3/4/2005;322.38;2079;1246;0.0;7.4;17.68;65
3/5/2005;322.42;2284;1172;0.0;10.3;24.66;53
3/6/2005;322.46;2370;1257;0.0;0.3;0.82;54
3/7/2005;322.49;2246;1410;0.0;5.9;14.16;35
3/8/2005;322.52;2219;1383;0.0;6.3;15.18;47
3/9/2005;322.54;2081;1523;0.0;6.2;14.85;47
3/10/2005;322.55;1677;1398;0.0;6.7;16.26;51
3/11/2005;322.53;860;1419;0.0;6.4;15.41;76
3/12/2005;322.54;1673;1393;4.5;2.7;6.58;93
3/13/2005;322.57;2210;1372;2.8;4.8;11.68;79
3/14/2005;322.56;1118;1397;0.0;5.8;14.11;49
3/15/2005;322.55;1187;1467;0.0;4.9;11.88;57
3/16/2005;322.57;1961;1403;0.0;6.1;14.67;93
3/17/2005;322.58;1571;1291;3.3;3.3;7.92;81
3/18/2005;322.55;542;1380;0.0;6.1;14.78;88
3/19/2005;322.55;1387;1387;0.0;4.0;9.73;87
3/20/2005;322.58;2175;1337;0.0;5.1;12.20;70
3/21/2005;322.60;1918;1359;0.0;6.2;15.08;66
3/22/2005;322.61;1704;1424;0.0;5.0;12.08;66
3/23/2005;322.61;1410;1410;0.0;5.9;14.19;53
3/24/2005;322.62;1711;1431;0.0;5.1;12.20;66
3/25/2005;322.63;1706;1426;0.0;5.4;12.95;68
3/26/2005;322.62;1130;1410;0.0;5.1;12.38;82
3/27/2005;322.63;1694;1415;0.0;7.8;18.96;62
3/28/2005;322.65;1997;1437;0.0;3.3;8.03;47
3/29/2005;322.59;274;1404;0.0;6.8;16.34;55
3/30/2005;322.63;2576;1457;0.0;3.6;8.63;81
3/31/2005;322.61;876;1436;0.0;4.7;11.34;61
4/1/2005;322.61;1455;1455;0.0;6.4;15.42;73
4/2/2005;322.61;1477;1477;0.0;5.2;12.47;60
4/3/2005;322.58;624;1462;0.0;6.2;14.94;64
4/4/2005;322.56;1087;1646;0.0;4.3;10.26;66
4/5/2005;322.56;1441;1441;0.0;2.9;7.00;84
4/6/2005;322.55;1095;1374;0.0;5.5;13.37;68
4/7/2005;322.55;1368;1368;0.0;3.1;7.43;68
4/8/2005;322.53;807;1365;0.0;5.7;13.65;79
4/9/2005;322.56;2213;1376;0.0;4.7;11.34;70
4/10/2005;322.57;1671;1392;0.0;3.3;8.06;73
4/11/2005;322.58;1657;1378;0.0;5.3;12.89;70
4/12/2005;322.58;1385;1385;0.0;5.7;13.81;61
4/13/2005;322.56;813;1372;0.0;5.7;13.79;57
4/14/2005;322.54;769;1328;0.0;5.0;12.04;94
4/15/2005;322.56;1935;1377;0.0;8.5;20.41;79
4/16/2005;322.56;1392;1392;0.0;2.2;5.26;80
4/17/2005;322.56;1414;1414;0.0;6.6;15.81;56
4/18/2005;322.57;1680;1401;0.0;5.8;14.07;52
4/19/2005;322.55;839;1398;0.0;6.2;14.91;69
4/20/2005;322.57;1891;1332;0.0;4.0;9.61;88
4/21/2005;322.52;1365;1361;0.0;6.1;14.79;74
4/22/2005;322.54;2048;1490;0.0;7.4;17.79;68
4/23/2005;322.55;1657;1378;0.0;4.2;10.18;63
4/24/2005;322.54;1132;1412;0.0;7.0;16.98;75
4/25/2005;322.52;829;1387;0.0;4.6;11.16;82
4/26/2005;322.52;1376;1376;0.0;5.0;12.12;83
4/27/2005;322.46;1102;1387;0.0;5.3;12.72;97
4/28/2005;322.49;2273;1437;1.6;1.6;3.90;89
4/29/2005;322.48;1127;1405;0.0;7.0;16.78;84
4/30/2005;322.49;1556;1277;0.0;3.5;8.45;91
5/1/2005;322.50;1555;1277;0.0;4.6;11.13;95
5/2/2005;322.49;1045;1324;0.0;4.6;11.17;91
5/3/2005;322.47;864;1421;0.0;3.9;9.41;86
5/4/2005;322.46;1169;1448;0.0;4.1;9.82;82
5/5/2005;322.46;1438;1438;0.0;4.2;10.18;72
5/6/2005;322.46;1454;1454;0.0;6.5;15.52;71
5/7/2005;322.46;1463;1463;0.0;5.6;13.35;80
5/8/2005;322.44;892;1449;0.0;5.2;12.48;64
5/9/2005;322.44;1463;1463;0.0;2.5;6.03;78
5/10/2005;322.41;630;1465;0.0;4.6;10.95;99
5/11/2005;322.40;1188;1466;0.0;3.5;8.36;98
5/12/2005;322.38;910;1466;0.0;4.2;10.08;75
5/13/2005;322.40;1967;1411;0.0;5.9;14.09;90
5/14/2005;322.37;619;1453;0.0;5.9;14.09;77
5/15/2005;322.37;1466;1466;0.0;4.0;9.52;94
5/16/2005;322.35;855;1411;0.0;5.2;12.57;67
5/17/2005;322.33;915;1470;0.0;2.9;7.05;69
5/18/2005;322.31;918;1473;0.0;4.1;9.75;72
5/19/2005;322.31;1468;1468;0.0;4.0;9.68;73
5/20/2005;322.27;355;1464;0.0;4.6;11.04;86
5/21/2005;322.25;914;1468;0.0;2.0;4.66;93
5/22/2005;322.26;1745;1468;0.0;1.5;3.68;77
5/23/2005;322.27;1726;1450;0.0;3.0;7.27;61
5/24/2005;322.27;1447;1447;0.0;4.3;10.31;57
5/25/2005;322.24;618;1448;0.0;3.4;8.13;63
5/26/2005;322.23;1162;1438;0.0;3.8;9.01;77
5/27/2005;322.22;1161;1438;0.0;2.8;6.76;63
5/28/2005;322.21;1165;1441;0.0;3.0;7.17;60
5/29/2005;322.20;1159;1435;0.0;3.5;8.43;56
5/30/2005;322.20;1441;1441;0.0;2.9;6.80;59
5/31/2005;322.18;879;1432;0.0;3.0;7.04;46
6/1/2005;322.18;1378;1378;0.0;4.6;11.02;52
6/2/2005;322.17;1125;1401;0.0;4.4;10.52;42
6/3/2005;322.17;1435;1435;0.0;3.3;7.87;60
6/4/2005;322.16;1161;1437;0.0;1.3;3.00;51
6/5/2005;322.16;1334;1334;0.0;5.0;11.83;62
6/6/2005;322.16;1369;1369;0.0;2.7;6.53;56
6/7/2005;322.16;1439;1439;0.0;4.3;10.20;64
6/8/2005;322.14;852;1403;0.0;4.7;11.15;66
6/9/2005;322.14;1440;1440;0.0;2.5;5.86;55
6/10/2005;322.09;64;1442;0.0;5.6;13.36;81
6/11/2005;322.12;2238;1412;0.0;3.7;8.78;73
6/12/2005;322.12;1420;1420;0.0;7.8;6.97;77
6/13/2005;322.10;828;1380;0.0;1.0;6.81;63
6/14/2005;322.11;1688;1412;0.0;1.6;11.17;58
6/15/2005;322.10;1140;1416;0.0;4.7;11.07;54
6/16/2005;322.09;1049;1324;0.0;3.3;7.95;55
6/17/2005;322.06;613;1438;0.1;2.5;5.99;91
6/18/2005;322.07;1750;1474;0.0;4.5;10.77;77
6/19/2005;322.08;1798;1523;0.0;2.7;6.47;85
